2024-06-11 16:23:10,282.bbq_producer.INFO ==================================================
2024-06-11 16:23:10,283.bbq_producer.INFO Today is 2024-06-11 at 04:23 PM
2024-06-11 16:23:10,283.bbq_producer.INFO Running on: nt Windows 10
2024-06-11 16:23:10,284.bbq_producer.INFO Python version:  3.11.9
2024-06-11 16:23:10,285.bbq_producer.INFO Python path: C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0
2024-06-11 16:23:10,286.bbq_producer.INFO Working dir: C:\Users\cbram\streaming-05-smart-smoker
2024-06-11 16:23:10,286.bbq_producer.INFO ==================================================
2024-06-11 16:35:42,886.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:32, 258.1
2024-06-11 16:35:43,953.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:32, 258.1
2024-06-11 16:35:45,011.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:32, 128.7
2024-06-11 16:35:46,074.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:32, 128.7
2024-06-11 16:35:46,118.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:32, 122.2
2024-06-11 16:35:47,185.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:32, 122.2
2024-06-11 16:35:48,247.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:33, 260.2
2024-06-11 16:35:49,315.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:33, 260.2
2024-06-11 16:35:50,378.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:33, 129.2
2024-06-11 16:35:51,445.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:33, 129.2
2024-06-11 16:35:51,495.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:33, 122.7
2024-06-11 16:35:52,538.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:33, 122.7
2024-06-11 16:35:53,580.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:34, 261.7
2024-06-11 16:35:54,619.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:34, 261.7
2024-06-11 16:35:55,685.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:34, 129.7
2024-06-11 16:35:56,750.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:34, 129.7
2024-06-11 16:35:56,794.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:34, 123.3
2024-06-11 16:35:57,856.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:34, 123.3
2024-06-11 16:35:58,918.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:35, 261.3
2024-06-11 16:35:59,987.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:35, 261.3
2024-06-11 16:36:01,054.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:35, 130.2
2024-06-11 16:36:02,119.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:35, 130.2
2024-06-11 16:36:02,164.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:35, 123.8
2024-06-11 16:36:03,230.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:35, 123.8
2024-06-11 16:36:04,294.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:36, 260.4
2024-06-11 16:36:05,354.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:36, 260.4
2024-06-11 16:36:06,416.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:36, 130.7
2024-06-11 16:36:07,483.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:36, 130.7
2024-06-11 16:36:07,525.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:36, 124.3
2024-06-11 16:36:08,590.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:36, 124.3
2024-06-11 16:36:09,638.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:37, 259.5
2024-06-11 16:36:10,702.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:37, 259.5
2024-06-11 16:36:11,746.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:37, 131.2
2024-06-11 16:36:12,806.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:37, 131.2
2024-06-11 16:36:12,850.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:37, 124.8
2024-06-11 16:36:13,911.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:37, 124.8
2024-06-11 16:36:14,977.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:38, 262.2
2024-06-11 16:36:16,021.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:38, 262.2
2024-06-11 16:36:17,065.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:38, 131.7
2024-06-11 16:36:18,131.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:38, 131.7
2024-06-11 16:36:18,173.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:38, 125.3
2024-06-11 16:36:19,220.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:38, 125.3
2024-06-11 16:36:20,288.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:39, 259.4
2024-06-11 16:36:21,335.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:39, 259.4
2024-06-11 16:36:22,404.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:39, 132.2
2024-06-11 16:36:23,467.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:39, 132.2
2024-06-11 16:36:23,511.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:39, 125.8
2024-06-11 16:36:24,560.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:39, 125.8
2024-06-11 16:36:25,626.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:40, 262.1
2024-06-11 16:36:26,690.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:40, 262.1
2024-06-11 16:36:27,757.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:40, 132.7
2024-06-11 16:36:28,819.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:40, 132.7
2024-06-11 16:36:28,863.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:40, 126.3
2024-06-11 16:36:29,930.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:40, 126.3
2024-06-11 16:36:30,998.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:41, 261.1
2024-06-11 16:36:32,067.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:41, 261.1
2024-06-11 16:36:33,109.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:41, 133.2
2024-06-11 16:36:34,153.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:41, 133.2
2024-06-11 16:36:34,196.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:41, 126.7
2024-06-11 16:36:35,263.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:41, 126.7
2024-06-11 16:36:36,323.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:42, 261
2024-06-11 16:36:37,385.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:42, 261
2024-06-11 16:36:38,448.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:42, 133.6
2024-06-11 16:36:39,514.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:42, 133.6
2024-06-11 16:36:39,555.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:42, 127.2
2024-06-11 16:36:40,611.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:42, 127.2
2024-06-11 16:36:41,678.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:43, 261.4
2024-06-11 16:36:42,743.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:43, 261.4
2024-06-11 16:36:43,791.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:43, 134
2024-06-11 16:36:44,861.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:43, 134
2024-06-11 16:36:44,922.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:43, 127.7
2024-06-11 16:36:45,968.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:43, 127.7
2024-06-11 16:36:47,033.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:44, 259.2
2024-06-11 16:36:48,099.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:44, 259.2
2024-06-11 16:36:49,147.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:44, 134.4
2024-06-11 16:36:50,213.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:44, 134.4
2024-06-11 16:36:50,256.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:44, 128.2
2024-06-11 16:36:51,320.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:44, 128.2
2024-06-11 16:36:52,386.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:45, 258.7
2024-06-11 16:36:53,455.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:45, 258.7
2024-06-11 16:36:54,518.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:45, 134.9
2024-06-11 16:36:55,585.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:45, 134.9
2024-06-11 16:36:55,628.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:45, 128.6
2024-06-11 16:36:56,696.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:45, 128.6
2024-06-11 16:36:57,756.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:46, 259.2
2024-06-11 16:36:58,819.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:46, 259.2
2024-06-11 16:36:59,886.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:46, 135.3
2024-06-11 16:37:00,948.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:46, 135.3
2024-06-11 16:37:00,987.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:46, 129.1
2024-06-11 16:37:02,050.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:46, 129.1
2024-06-11 16:37:03,099.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:47, 262.4
2024-06-11 16:37:04,148.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:47, 262.4
2024-06-11 16:37:05,215.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:47, 135.7
2024-06-11 16:37:06,283.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:47, 135.7
2024-06-11 16:37:06,321.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:47, 129.5
2024-06-11 16:37:07,387.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:47, 129.5
2024-06-11 16:37:08,447.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:48, 263.1
2024-06-11 16:37:09,520.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:48, 263.1
2024-06-11 16:37:10,584.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:48, 136.1
2024-06-11 16:37:11,657.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:48, 136.1
2024-06-11 16:37:11,696.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:48, 130
2024-06-11 16:37:12,761.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:48, 130
2024-06-11 16:37:13,825.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:49, 260.2
2024-06-11 16:37:14,892.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:49, 260.2
2024-06-11 16:37:15,968.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:49, 136.5
2024-06-11 16:37:17,033.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:49, 136.5
2024-06-11 16:37:17,076.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:49, 130.4
2024-06-11 16:37:18,114.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:49, 130.4
2024-06-11 16:37:19,162.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:50, 259.5
2024-06-11 16:37:20,229.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:50, 259.5
2024-06-11 16:37:21,273.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:50, 136.9
2024-06-11 16:37:22,338.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:50, 136.9
2024-06-11 16:37:22,385.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:50, 130.8
2024-06-11 16:37:23,451.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:50, 130.8
2024-06-11 16:37:24,515.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:51, 259.2
2024-06-11 16:37:25,591.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:51, 259.2
2024-06-11 16:37:26,651.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:51, 137.3
2024-06-11 16:37:27,710.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:51, 137.3
2024-06-11 16:37:27,756.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:51, 131.2
2024-06-11 16:37:28,823.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:51, 131.2
2024-06-11 16:37:29,889.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:52, 263.9
2024-06-11 16:37:30,953.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:52, 263.9
2024-06-11 16:37:32,019.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:52, 137.7
2024-06-11 16:37:33,086.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:52, 137.7
2024-06-11 16:37:33,136.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:52, 131.7
2024-06-11 16:37:34,187.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:52, 131.7
2024-06-11 16:37:35,254.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:53, 265
2024-06-11 16:37:36,322.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:53, 265
2024-06-11 16:37:37,388.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:53, 138.1
2024-06-11 16:37:38,447.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:53, 138.1
2024-06-11 16:37:38,492.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:53, 132.1
2024-06-11 16:37:39,541.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:53, 132.1
2024-06-11 16:37:40,606.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:54, 263.8
2024-06-11 16:37:41,673.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:54, 263.8
2024-06-11 16:37:42,737.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:54, 138.4
2024-06-11 16:37:43,796.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:54, 138.4
2024-06-11 16:37:43,840.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:54, 132.5
2024-06-11 16:37:44,902.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:54, 132.5
2024-06-11 16:37:45,963.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:55, 264.7
2024-06-11 16:37:47,030.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:55, 264.7
2024-06-11 16:37:48,091.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:55, 138.8
2024-06-11 16:37:49,137.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:55, 138.8
2024-06-11 16:37:49,181.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:55, 132.9
2024-06-11 16:37:50,247.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:55, 132.9
2024-06-11 16:37:51,312.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:56, 265
2024-06-11 16:37:52,379.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:56, 265
2024-06-11 16:37:53,428.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:56, 139.2
2024-06-11 16:37:54,497.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:56, 139.2
2024-06-11 16:37:54,540.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:56, 133.3
2024-06-11 16:37:55,608.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:56, 133.3
2024-06-11 16:37:56,674.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:57, 259.1
2024-06-11 16:37:57,741.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:57, 259.1
2024-06-11 16:37:58,807.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:57, 139.5
2024-06-11 16:37:59,869.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:57, 139.5
2024-06-11 16:37:59,913.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:57, 133.7
2024-06-11 16:38:00,982.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:57, 133.7
2024-06-11 16:38:02,044.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:58, 255.6
2024-06-11 16:38:03,104.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:58, 255.6
2024-06-11 16:38:04,157.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:58, 139.9
2024-06-11 16:38:05,219.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:58, 139.9
2024-06-11 16:38:05,264.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:58, 134.1
2024-06-11 16:38:06,336.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:58, 134.1
2024-06-11 16:38:07,400.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:59, 255.1
2024-06-11 16:38:08,467.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 15:59, 255.1
2024-06-11 16:38:09,519.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:59, 140.2
2024-06-11 16:38:10,588.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 15:59, 140.2
2024-06-11 16:38:10,644.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:59, 134.5
2024-06-11 16:38:11,712.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 15:59, 134.5
2024-06-11 16:38:12,776.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:00, 255
2024-06-11 16:38:13,839.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:00, 255
2024-06-11 16:38:14,901.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:00, 140.6
2024-06-11 16:38:15,964.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:00, 140.6
2024-06-11 16:38:16,031.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:00, 134.9
2024-06-11 16:38:17,092.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:00, 134.9
2024-06-11 16:38:18,153.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:01, 255.9
2024-06-11 16:38:19,202.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:01, 255.9
2024-06-11 16:38:20,270.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:01, 140.9
2024-06-11 16:38:21,317.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:01, 140.9
2024-06-11 16:38:21,359.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:01, 135.2
2024-06-11 16:38:22,420.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:01, 135.2
2024-06-11 16:38:23,483.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:02, 256.9
2024-06-11 16:38:24,528.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:02, 256.9
2024-06-11 16:38:25,594.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:02, 141.2
2024-06-11 16:38:26,664.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:02, 141.2
2024-06-11 16:38:26,729.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:02, 135.6
2024-06-11 16:38:27,791.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:02, 135.6
2024-06-11 16:38:28,854.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:03, 256.5
2024-06-11 16:38:29,921.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:03, 256.5
2024-06-11 16:38:30,989.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:03, 141.6
2024-06-11 16:38:32,051.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:03, 141.6
2024-06-11 16:38:32,093.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:03, 136
2024-06-11 16:38:33,151.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:03, 136
2024-06-11 16:38:34,202.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:04, 257.7
2024-06-11 16:38:35,263.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:04, 257.7
2024-06-11 16:38:36,324.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:04, 141.9
2024-06-11 16:38:37,384.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:04, 141.9
2024-06-11 16:38:37,414.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:04, 136.3
2024-06-11 16:38:38,458.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:04, 136.3
2024-06-11 16:38:39,501.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:05, 257.8
2024-06-11 16:38:40,547.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:05, 257.8
2024-06-11 16:38:41,587.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:05, 142.2
2024-06-11 16:38:42,650.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:05, 142.2
2024-06-11 16:38:42,690.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:05, 136.7
2024-06-11 16:38:43,735.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:05, 136.7
2024-06-11 16:38:44,801.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:06, 256
2024-06-11 16:38:45,867.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:06, 256
2024-06-11 16:38:46,932.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:06, 142.6
2024-06-11 16:38:47,992.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:06, 142.6
2024-06-11 16:38:48,038.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:06, 137
2024-06-11 16:38:49,084.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:06, 137
2024-06-11 16:38:50,147.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:07, 256
2024-06-11 16:38:51,208.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:07, 256
2024-06-11 16:38:52,272.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:07, 142.7
2024-06-11 16:38:53,339.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:07, 142.7
2024-06-11 16:38:53,381.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:07, 137.4
2024-06-11 16:38:54,442.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:07, 137.4
2024-06-11 16:38:55,508.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:08, 257.2
2024-06-11 16:38:56,572.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:08, 257.2
2024-06-11 16:38:57,639.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:08, 143
2024-06-11 16:38:58,693.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:08, 143
2024-06-11 16:38:58,737.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:08, 137.7
2024-06-11 16:38:59,799.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:08, 137.7
2024-06-11 16:39:00,863.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:09, 256.7
2024-06-11 16:39:01,933.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:09, 256.7
2024-06-11 16:39:02,993.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:09, 143.3
2024-06-11 16:39:04,042.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:09, 143.3
2024-06-11 16:39:04,096.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:09, 138
2024-06-11 16:39:05,157.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 16:09, 138
2024-06-11 16:39:06,216.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:10, 256
2024-06-11 16:39:07,279.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 16:10, 256
2024-06-11 16:39:08,367.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:10, 143.7
2024-06-11 16:39:09,414.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 16:10, 143.7
